Ram,Part-number,Retail_Price,Bảo mật,Dung lượng SSD,Bảo hành,Bàn phím,NPU (TOPS),Màu sắc,Công suất pin,Webcam,"Kích thước, khối lượng",Tên,Đèn laptop,Phụ kiện đi kèm,Thương hiệu,Kích thước,Cổng kết nối,Dung lượng RAM,Kết nối không dây,Lưu trữ,CPU,Hệ điều hành,Pin,Màn hình,Cổng HDMI,Tính năng đặc biệt,Mô tả bảo hành,Sale,Image,Nhu cầu,SKU,Chip đồ họa,Name,Công nghệ âm thanh,Latest_Price,Chất liệu,Khối lượng,Series laptop
1 x 16GB DDR4 3200MHz,19X36AV43834497,,,,36 tháng,"Bàn phím thường , không phím số",,Bạc,,HD webcam,,Elitebook 840 G8 (19X36AV_43834497),không đèn,,HP,,"2 x USB 3.1
2 x Thunderbolt 4
1 x 3.5 mm
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0",512GB SSD M.2 NVMe,"Intel® Core™ i7-1165G7 ( 2.8 GHz - 4.7 GHz / 12MB / 4 nhân, 8 luồng ), Non-EVO",Windows 10 Pro 64-bit,3 cell 53 Wh,"14"" ( 1920 x 1080 ) Full HD không cảm ứng , Màn hình chống lóa",,,Bảo hành Pin 12 tháng,,https://lh3.googleusercontent.com/8SUTRMGbbE6Lb8V42opETjyatXHt9a-9EdJYsaQiTfDXTtekTvYhuhRaWkcD3LXVX54KMtg154hYgkQTM8Zebqnh29tVr-Cp=w500-rw,,211104810,Onboard Intel® Iris® Xe Graphics,Laptop HP Elitebook 840 G8 (19X36AV_43834497) (i7-1165G7/ RAM 16GB/ Onboard/ 512GB SSD/,,36.175.000₫,,,Elitebook
1 x 8GB DDR4 3200MHz ( 1 Khe cắm / Hỗ trợ tối đa 8GB ),601Q8PA,,,,12 tháng,"Bàn phím thường , không phím số , LED",,Đen,,HD webcam,,Envy X360 13-ay1056AU (601Q8PA),không đèn,"Bút, Dây nguồn, sách hướng dẫn",HP,30.65 x 19.46 x 1.64 cm,"1 x USB Type C
Có
1 x 3.5 mm
1 x DisplayPort",,"WiFi 802.11ac , Bluetooth",256GB SSD M.2 NVMe,"AMD Ryzen™ 7 5800U ( 1.9 GHz - 4.4 GHz / 16MB / 8 nhân, 16 luồng ), AMD",Windows 11 Home,3 cell Pin liền,"13.3"" ( 1920 x 1080 ) IPS , cảm ứng , 500 nits , 100% DCI-P3",,,,,https://lh3.googleusercontent.com/Q7xjIrooy7lBGJFchYzsu2hqTkfef7pizlBdEUYwPXQS86RH40Yi_NrSkKwwHv125T3mBnZeK0BVWdoorQ4SpeYw9LX6QLt2lA=w500-rw,,211208845,Onboard AMD Radeon™ Graphics,Laptop AI HP Envy X360 13-ay1056AU (601Q8PA) (Ryzen 7 5800U/RAM 8GB/Onboard/256GB SSD/Windows 11),HP Audio Boost,30.290.000₫,,1.35 kg,Envy
8GB Onboard DDR4 2933MHz,4Y1D1PA,,Vân tay,,12 tháng,"Bàn phím thường , không phím số , không đèn",,Vàng,,HD webcam,,Envy x360 13-bd0531TU (4Y1D1PA),không đèn,"Adapter, dây nguồn, bút cảm ứng,.",HP,30.65 x 19.46 x 1.64 cm,"1 x Thunderbolt 4
Có
1 x 3.5 mm
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth",256GB SSD M.2 NVMe,"Intel® Core™ i5-1135G7 ( 2.4 GHz - 4.2 GHz / 8MB / 4 nhân, 8 luồng ), Intel EVO",Windows 11 Home,"3 cell 51 Wh , Pin liền","13.3"" ( 1920 x 1080 ) IPS , cảm ứng , 500 nits , 100% DCI-P3",,,,,https://lh3.googleusercontent.com/VIAMVQ_DG6HoNyfeGjP11SjmDwlEHMUu5eF-bsnet3QT9hjRsFASJI_AthfO6n5L1_EZioTu3fvcAOc61RjA_PQUBDXQsCs=w500-rw,,220101400,Onboard Intel® UHD Graphics,Laptop HP Envy x360 13-bd0531TU (4Y1D1PA) (i5-1135G7/ RAM 8GB/ Onboard/ 256GB SSD/ Windows 11),HP Audio Boost,24.990.000₫,,1.35 kg,Envy
1 x 4GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),46L88PA,,,,12 tháng,"Bàn phím thường , không phím số , không đèn",,Vàng,,HD webcam,,Pavilion 14-dv0516TU (46L88PA),,"Adapter, dây nguồn",HP,32.5 x 21.66 x 1.7 cm,"1 x USB Type C / DisplayPort / Power Delivery
Có
1 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ac , Bluetooth",256GB SSD M.2 NVMe,"Intel® Core™ i3-1125G4 ( 2.0 GHz - 3.7 GHz / 8MB / 4 nhân, 8 luồng ), Non-EVO",Windows 11 Home,"3 cell 43 Wh , Pin liền","14"" ( 1920 x 1080 ) IPS , không cảm ứng , 250 nits , 45% NTSC",,,,,https://lh3.googleusercontent.com/5Je50OOQnkUdcK5OPtT8wFqNA0rg9NunmwTkE0Xg6lOpOToNVlM4060PQO4A2eVGeMZd_tXet9jJnZSVdK9glZmGvvb4bUk=w500-rw,,220101402,Onboard Intel® UHD Graphics,Laptop HP Pavilion 14-dv0516TU (46L88PA) (i3-1125G4) (Vàng),HP Audio Boost,14.590.000₫,,1.4 kg,Pavilion
2 x 4GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),5Z9U0PA,,,,12 tháng,"Bàn phím thường , không phím số , không đèn",,Bạc,,HD webcam,,Pavilion 14-dv1031TU (5Z9U0PA),,"Adapter, dây nguồn",HP,32.5 x 21.66 x 1.7 cm,"1 x USB Type C / DisplayPort / Power Delivery
Có
1 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth",512GB SSD M.2 NVMe ( 1 x M.2 SATA/NVMe ),"Intel® Core™ i5-1155G7 ( 2.5 GHz - 4.5 GHz / 8MB / 4 nhân, 8 luồng ), Non-EVO",Windows 11 Home,"3 cell 43 Wh , Pin liền","14"" ( 1920 x 1080 ) IPS , không cảm ứng , 250 nits , 45% NTSC",,,,,https://lh3.googleusercontent.com/HplS5ywUdOstSVGBixS2cLCJyjQGv280EEazBS6yret-qgiq4P2K4aqaSaltWOmdm0lMlpq6i7h9WE3hW40k-yobk4qEscb0=w500-rw,,220101404,Onboard Intel® Iris® Xe Graphics,Laptop HP Pavilion 14-dv1031TU (5Z9U0PA) (i5-1155G7) (Bạc),HP Audio Boost,18.990.000₫,,1.4 kg,Pavilion
1 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),614K3PA,,Vân tay,,12 tháng,"Bàn phím thường , có phím số , không đèn",,Bạc,,HD webcam,,ProBook 450 G8 (614K3PA),,"Adapter, dây nguồn",HP,35.94 x 23.39 x 1.99 cm,"3 x USB 3.1
Có
1 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth",512GB SSD M.2 NVMe ( 1 x M.2 SATA/NVMe ),"Intel® Core™ i5-1135G7 ( 2.4 GHz - 4.2 GHz / 8MB / 4 nhân, 8 luồng ), Non-EVO",Windows 11 Home,"3 cell 45 Wh , Pin liền","15.6"" ( 1920 x 1080 ) IPS , không cảm ứng",,,,,https://lh3.googleusercontent.com/0Yi0CSjAo4qkMvYfr3uo5NWPLFMH63oFygdsSTJoSFiOoEiaDa1vXPsiFjN7jNKIZFug4BoZRaXONAYtZeUrtCiCOxRwiL36=w500-rw,,220201085,Onboard Intel® UHD Graphics,Laptop HP ProBook 450 G8 (614K3PA) (i5-1135G7) (Bạc),,20.990.000₫,,1.8 kg,ProBook
1 x 8GB DDR5 4800MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),,,,,24 tháng,"Bàn phím thường , không phím số , RGB",,Xám,,,,ROG Strix G G513RC-HN038W,,Adapter,ASUS,35.4 x 25.9 x 2.06 ~ 2.59 cm,"1 x USB 3.2 Type C
3 x USB 3.2
1 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"AMD Ryzen™ 7 6800HS ( 3.2 GHz - 4.7 GHz / 16MB / 8 nhân, 16 luồng ), AMD",Windows 11 Home,"4 cell 56 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , 63% sRGB , Adaptive Sync",,,Bảo hành Pin 12 tháng,,https://lh3.googleusercontent.com/2xGAJdeWCiOa_-w72qxM2Pv7FBbl4b77rHTvtk6Hs1F8sQZWR65hnqlVjak_G7JtTwzSsa5Z_shOzkksET73QNmf95zu7AU=w500-rw,,220300268,"GeForce RTX™ 3050 4GB GDDR6 AMD Radeon 680M ( 1840MHz , 80W",Laptop Asus ROG Strix G15 G513RC-HN038W (AMD Ryzen 7 6800HS),Smart Amp Technology,26.990.000₫,,2.1 kg,ROG
1 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),90NR0724-M00FJ0,,,,24 tháng,"Bàn phím thường , RGB",,Đen,,HD webcam,,TUF Gaming FX506HC-HN144W,không đèn,,ASUS,35.9 x 25.6 x 2.45 cm,"3 x USB 3.2
1 x Thunderbolt 4
1 x 3.5 mm
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"Intel® Core™ i5-11400H ( 2.7 GHz - 4.5 GHz / 12MB / 6 nhân, 12 luồng ), Non-EVO",Windows 11 Home,3 cell 48 Wh,"15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , 250 nits , 62.5% sRGB , Màn hình chống lóa , Adaptive Sync",,,Bảo hành Pin 12 tháng,,https://lh3.googleusercontent.com/TXWnbQh6IHEcU7OlnucpAqrP6H9EimPP5aky2A-WXEULZj0wFYUeKLNAv3w6QAufuWWOhGOlbQ_1eN6_4dabMjmEKLjouI1kcA=w500-rw,"Gaming, Đồ họa - Kỹ thuật",220303079,GeForce RTX™ 3050 4GB GDDR6 Intel® UHD Graphics,Laptop ASUS TUF Gaming FX506HC-HN144W (i5-11400H/RAM 8GB/RTX 3050/512GB SSD/ Windows 11),,21.990.000₫,,2.3 kg,TUF Gaming
8GB Onboard DDR4 3200MHz Không nâng cấp được ),64U91PA,25.490.000₫,Vân tay,,36 tháng,"Bàn phím thường , không phím số , không đèn",,Bạc,,HD webcam,,Pavilion Aero 13-be0229AU (64U91PA),không đèn,"Adapter, dây nguồn,…",HP,29.7 x 20.9 x 1.69 cm,"1 x USB Type C / DisplayPort / Power Delivery
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe,"AMD Ryzen™ 7 5800U ( 1.9 GHz - 4.4 GHz / 16MB / 8 nhân, 16 luồng ), AMD",Windows 11 Home,"3 cell 43 Wh , Pin liền","13.3"" ( 1920 x 1080 ) IPS , không cảm ứng , 400 nits , 100% sRGB",,,Bảo hành Pin 12 tháng,7.454%,https://lh3.googleusercontent.com/GBRzO9UjoZaCZXj-sTCBidRrm6paSS3PzEB2yJbNnoenuxADvkJM93QbI7naRVTNkwHVNY5rc-0GnxBVinO3q9uoFKsgg4E=w500-rw,,220400253,Onboard AMD Radeon™ Graphics,Laptop HP Pavilion Aero 13-be0229AU (64U91PA) (AMD Ryzen 7 5800U) (Bạc),HP Audio Boost,23.590.000₫,,0.9 kg,Pavilion
2 x 8GB DDR5 4800MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),NH.QGPSV.001,,,,12 tháng,"Bàn phím thường , có phím số , RGB",,Đen,,HD webcam,,Predator Helios 300 PH315-55-76KG (NH.QGPSV.001),,Cáp + Sạc,ACER,35.94 x 27.64 x 2.555 cm,"1 x USB Type C / Thunderbolt
3 x USB 3.2
1 x 3.5 mm
1 x HDMI
1 x mini DisplayPort
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe,"Intel® Core™ i7-12700H ( 2.3 GHz - 4.7GHz / 24MB / 14 nhân, 20 luồng ), Non-EVO",Windows 11 Home SL,4 cell 90 Wh,"15.6"" ( 2560 x 1440 ) Quad HD (2K) 16:9 , IPS , 165Hz , không cảm ứng , ComfyView",,,,,https://lh3.googleusercontent.com/r90gOAnanwd2FW3F_WbcpvJ2zfTSV78gFIgCoYh6PGluhGc7X8qdk9MO3Sj6LrR0zTtKv5PSahjQgv9jwhONLx5OnWblLbw=w500-rw,,220401543,"GeForce RTX™ 3060 6GB GDDR6 Intel® Iris® Xe Graphics ( 1742MHz , 130W",Laptop Acer Predator Helios 300 PH315-55-76KG (NH.QGPSV.001) (i7-12700H) (Đen),,48.490.000₫,,2.4 kg,Predator
2 x 4GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),4K0Z5PA,,,,12 tháng,"Bàn phím thường , có phím số , LED",,Bạc,,HD webcam,,14s-fq1065AU (4K0Z5PA),không đèn,"Adapter, dây nguồn",HP,32.4 x 22.5 x 1.79 cm,"1 x USB Type C
2 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ac , Bluetooth 4.2",512GB SSD M.2 NVMe,"AMD Ryzen™ 5 5500U ( 2.1 GHz - 4.0 GHz / 8MB / 6 nhân, 12 luồng ), AMD",Windows 11 Home,3 cell Pin rời,"14"" ( 1366 x 768 ) SVA , không cảm ứng , 250 nits , 45% NTSC",,,,,https://lh3.googleusercontent.com/usDRy2qG3WzCtgSe3mnqgceNtrnJveefsyLe-GhbFHB0QFRLrutx39OzZBUY1BO5T0z5cylG4acC7_7HS38tA8wKYU0f-5up=w500-rw,,220403213,Onboard AMD Radeon™ Graphics,Laptop HP 14s-fq1065AU (4K0Z5PA) (AMD Ryzen 5 5500U) (Bạc),,17.890.000₫,,1.5 kg,HP 14s
16GB Onboard LPDDR4X 4266MHz Không nâng cấp được ),25W59AV,,Vân tay,,36 tháng,"Bàn phím thường , không phím số , không đèn",,Xanh,,HD webcam,,Elite Dragonfly G2 (25W59AV),không đèn,"Adapter, dây nguồn,…",HP,30.43 x 19.75 x 1.61 cm,"1 x USB 3.1
2 x Thunderbolt 4
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth",512GB SSD M.2 NVMe,"Intel® Core™ i7-1165G7 ( 2.8 GHz - 4.7 GHz / 12MB / 4 nhân, 8 luồng ), Non-EVO",Windows 11 Pro,"2 cell 38 Wh , Pin liền","13.3"" ( 1920 x 1080 ) IPS , cảm ứng",,,Bảo hành Pin 12 tháng,,https://lh3.googleusercontent.com/heECQijtVXKsaZY3XvwW7pVWO1Rer4p0S-s_LZgmik9iJPWF5k8V8hxBrieFWveDhOLkDk6ZGfZOnndHtO0xEkXfsaqrdHvj=w500-rw,,220500198,Onboard Intel® Iris® Xe Graphics,Laptop HP Elite Dragonfly G2 (25W59AV) (i7-1165G7) (Xanh),,49.990.000₫,,1 kg,Elite
2 x 4GB DDR4 3200MHz ( 2 Khe cắm,6K785PA,22.990.000₫,,,12 tháng,"Bàn phím thường , có phím số",,Vàng,,HD webcam,,Pavilion 15-eg2055TU (6K785PA),không đèn,,HP,36.02 x 23.4 x 1.79 cm,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i7 1260P ( 2.1 GHz - 4.7 GHz / 18MB / 12 nhân, 16 luồng ), Non-EVO",Windows 11 Home SL,3 cell 41 Wh,"15.6"" ( 1920 x 1080 ) Full HD IPS , không cảm ứng , 250 nits , 45% NTSC",,,,4.35%,https://lh3.googleusercontent.com/CfqUvnaoJsZs-ihmbeirzsbS5ehIT_9zj0pI2nzSARo9BCoZ67RoEs-RrTYOkWLV0wHFYPTn06ac68x59HrRvVeYG-x-Trmq=w500-rw,,220610035,Onboard Intel® Iris® Xe Graphics,Laptop HP Pavilion 15-eg2055TU (6K785PA) (i7 1260P) (Vàng),HP Audio Boost,21.990.000₫,,1.7 kg,Pavilion
,,,,256GB SSD,12 tháng,,,Space Grey,53 Wh,,1.4 kg | 30.41 x 21.24 x 1.56 cm,"Macbook Pro 13.3"" MNEH3SA/A",,,APPLE,,"2 x Thunderbolt , 1 x 3.5 mm , 1 x SDXC Card Slot",8GB,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0",,Apple M2 ( 8-Core CPU / 10-Core GPU ),macOS,,"13.3"" ( 2560 x 1600 ) | Retina
FHD webcam",1 x HDMI,,,,https://lh3.googleusercontent.com/pQaxLSHUR0IisBpEm2uYGiud6V18Q3TR9snIXGD8gLlgKnqlj6On6y3PdM15cYERl6RM5QE3qmfTy4U2-CsLIvUOnBBNsQXxLQ=w500-rw,"Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Doanh nhân",220700056,,MacBook Pro M2 2022 13 inch (8GB/256GB SSD),,33.900.000₫,,,MacBook Pro
,,,,512GB SSD,12 tháng,,,Space Grey,53 Wh,,1.4 kg | 30.41 x 21.24 x 1.56 cm,"Macbook Pro 13.3"" MNEJ3SA/A",,,APPLE,,"2 x Thunderbolt , 1 x 3.5 mm , 1 x SDXC Card Slot",8GB,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0",,Apple M2 ( 8-Core CPU / 10-Core GPU ),macOS,,"13.3"" ( 2560 x 1600 ) | Retina
FHD webcam",1 x HDMI,,,,https://lh3.googleusercontent.com/n_t1lcd9DGjrpzuSIXbtmb1UnSLy__vIjfkHpa7r-1k-N4CHz3OOxwq5KOAFuifHU_GDSMsSUnXAL8gcmBxA_rV-J7-E0eCf=w500-rw,"Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Doanh nhân",220700058,,MacBook Pro M2 2022 13 inch (8GB/512GB SSD),,39.300.000₫,,,MacBook Pro
8GB Onboard LPDDR5,UX3402ZA-KM218W,,Vân tay,,24 tháng,"Bàn phím thường , LED",,Xanh,,HD webcam,,UX3402Z UX3402ZA-KM218W,,,ASUS,31.36 x 22.06 x 1.69 cm,"1 x USB 3.2
2 x Thunderbolt 4
1 x micro SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i5-1240P ( 1.7 GHz - 4.4GHz / 12MB / 12 nhân, 16 luồng ), Intel EVO",Windows 11 Home,4 cell 75 Wh,"14"" ( 2880 x 1800 ) 16:10 , OLED , 90Hz , 550 nits , 100% DCI-P3",,,Bảo hành Pin 12 tháng,,https://lh3.googleusercontent.com/94N2mvfbQXGOkPJ1x04Y9WRMlgoalCE1sy_Z_yJWPw4m-5ejwhi5Ea24tSyRjtAW5DAm1gJJdC1EwUFu4RDLXfkQ9OlbAbRC=w500-rw,"Văn phòng, Doanh nhân",220700060,Onboard Intel® Iris® Xe Graphics,Laptop Asus Zenbook 14 OLED UX3402Z UX3402ZA-KM218W (14inch 90Hz/Intel Core i5-1240P/8GB/512GB SSD/Windows 11 Home/1.4kg),,25.490.000₫,,1.4 kg,ZenBook
2 x 4GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),6R9M6PA,,,,12 tháng,"Bàn phím thường , LED",,Bạc,,HD webcam,,14s-dq5053TU (6R9M6PA),,"Adapter, Dây Nguồn",HP,32.4 x 22.5 x 1.79 cm,"1 x USB Type C
2 x USB 3.1
1 x SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ac , Bluetooth 5.0",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i5-1235U ( 1.3 GHz - 4.4GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",Windows 11 Home,"3 cell 41 Wh , Pin liền","14"" ( 1366 x 768 ) HD 250 nits , 45% NTSC",,,,,https://lh3.googleusercontent.com/ULxei68e7T2n7nm7Vd65ddZaKBg-TsbT39Jmq3z_GL6dlh-FnUDpflRopdgejjHLFG8WyZR02pLXNc9xjlpLuIuuYlfMjWHi=w500-rw,,220700852,Onboard Intel® Iris® Xe Graphics,Laptop HP 14s-dq5053TU (6R9M6PA) (i5-1235U) (Bạc),,17.690.000₫,,1.4 kg,HP 14s
2 x 4GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),6T6R2PA,,,,12 tháng,"Bàn phím thường , LED",,Bạc,,HD webcam,,14s-dq5052TU (6T6R2PA),,"Adapter, Dây Nguồn",HP,32.4 x 22.5 x 1.79 cm,"1 x USB Type C
2 x USB 3.1
1 x SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ac , Bluetooth 5.0","512GB SSD M.2 NVMe ( 1 x 2.5"" SATA /( 1 x M.2 NVMe )","Intel® Core™ i7 1260P ( 2.1 GHz - 4.7 GHz / 18MB / 12 nhân, 16 luồng ), Non-EVO",Windows 11 Home,"3 cell 41 Wh , Pin liền","14"" ( 1366 x 768 ) HD 250 nits , 45% NTSC",,,,,https://lh3.googleusercontent.com/hhFOyxt8mKO4w0BS7tosGy3aiLKKbklf2yuPnZCttMcUomSXGMXLyYmqsTEWhr06y3-h51ftgUx98mRqgXRUJpygfEauRBaRkA=w500-rw,,220700853,Onboard Intel® Iris® Xe Graphics,Laptop HP 14s-dq5052TU (6T6R2PA) ( i7-1260P) (Bạc),,19.890.000₫,,1.4 kg,HP 14s
,,,,256GB SSD,12 tháng,,,Space Grey,58 Wh,,1.4 kg | 30.41 x 21.24 x 1.56 cm,"Macbook Pro 13.3"" Z16R0003V",,,APPLE,,"2 x Thunderbolt 3 , 1 x 3.5 mm",16GB,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0",,Apple M2 ( 8-Core CPU / 10-Core GPU ),macOS,,"13.3"" ( 2560 x 1600 ) | Retina
FHD webcam",,"Touch Bar, Touch ID, Ambient Light sensor",,,https://lh3.googleusercontent.com/b_EyVBN0giqMJhTPyInuFa1aVXTjD1Z46Z92rXjX0VQeqFJvHinOhXJSEdObi9jE2hmYrUQdOWLnX40q0xMh51Znl8ZKnwwfgA=w500-rw,"Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Doanh nhân",220800061,,MacBook Pro M2 2022 13 inch (16GB/256GB SSD),,41.449.000₫,,,MacBook Pro
1 x 16GB DDR4 3200MHz ( 2 Khe cắm,6M146PA,,Vân tay,,12 tháng,"Bàn phím thường , LED",,Bạc,,HD webcam,,Elitebook 630 G9 (6M146PA),,,HP,30.69 x 20.84 x 1.59 cm,"2 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i7-1255U ( 1.7 GHz - 4.7GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",Windows 11 Home SL,"3 cell 42 Wh , Pin liền","13.3"" ( 1920 x 1080 ) Full HD IPS",,,,,https://lh3.googleusercontent.com/k-m9n3SCXk-tZrHsoQb1h6S3xbegO3a9tnOdU0Xtbp6Fg7OU8p0_pm_gW9BlgnlRuskYnorhEYCiKeTeyroD6BXr52rzVlaQ=w500-rw,,220800854,Onboard Intel® Iris® Xe Graphics,Laptop HP Elitebook 630 G9 (6M146PA) (i7-1255U/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),,27.790.000₫,,1.3 kg,Elitebook
1 x 8GB Onboard DDR5 4800MHz,6Z963PA,,Vân tay,,36 tháng,"Bàn phím thường , LED",,Bạc,,HD webcam,,X360 830 G9 (6Z963PA),,,HP,30.01 x 21.62 x 1.92 cm,"2 x USB 3.2
2 x Thunderbolt 4
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i7-1255U ( 1.7 GHz - 4.7GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",Windows 11 Pro,3 cell 51 Wh,"13.3"" ( 1920 x 1200 ) WUXGA IPS , cảm ứng",,,Bảo hành Pin 12 tháng,,https://lh3.googleusercontent.com/LiC7njTWd6RF619_8AKvQ23As7W7D8tTSF4WaMf7muX7OWSJWW0UO7JcVr7Zu2ESS0rEWiWSt20TBEcOarTcb5dAnTSeXou6=w500-rw,,220802205,Onboard Intel® UHD Graphics,Laptop HP X360 830 G9 (6Z963PA) (i7-1255U/ RAM 8GB/ Onboard/ 512GB SSD/ Windows 11 Pro),,40.990.000₫,,1.5 kg,Elite
,,,,512GB SSD,12 tháng,,,Space Grey (Z16S00034),58 Wh,,1.4 kg | 30.41 x 21.24 x 1.56 cm,"Macbook Pro 13.3"" Z16S00034",,,APPLE,,"2 x Thunderbolt 3 , 1 x 3.5 mm , 1 x SDXC Card Slot",16GB,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0",,Apple M2 ( 8-Core CPU / 10-Core GPU ),macOS,,"13.3"" ( 2560 x 1600 ) | Retina
FHD webcam",1 x HDMI,"Touch Bar, Touch ID, Ambient Light sensor",,,https://lh3.googleusercontent.com/6SttaHggG19HPC72f2T6WVZ_zroVrx_ITsBweaHyLfvkb3gvfsDRgGf2mbnvkQ59Vkg7_VpwKEUgu8VjydJs2XiyMpdm7FwQ=w500-rw,"Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Doanh nhân",220802321,,MacBook Pro M2 2022 13 inch (16GB/512GB SSD),,44.462.000₫,,,MacBook Pro
,,36.890.000₫,,256GB SSD,12 tháng,,,Space Grey,53 Wh,,1.2 kg | 30.41 x 21.5 x 1.13 cm,"MacBook Air 13.6"" Z15S00092",,,APPLE,,"2 x Thunderbolt 3 , 1 x 3.5 mm",16GB,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0",,Apple M2 ( 8-Core CPU / 8-Core GPU ),macOS,,"13.6"" ( 2560 x 1664 ) | Liquid Retina
FHD webcam",,,,21.415%,https://lh3.googleusercontent.com/fCkc83gtWHCUI5kksk4BW8KjQmV7_1NhJXjGj16e9fhLgzh8tXQitewd6HFf9pBbrN-LgXydBz6LjTuSn-PUNJqdvy33OcI7SA=w500-rw,"Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Doanh nhân",220806187,,MacBook Air M2 2022 13 inch (16GB/256GB SSD),,28.990.000₫,,,MacBook Air
,,,,512GB SSD,12 tháng,,,Silver,58 Wh,,1.4 kg | 30.41 x 21.24 x 1.56 cm,"MacBook Pro 13.3"" Z16U00034",,,APPLE,,"2 x Thunderbolt 3 , 1 x 3.5 mm , 1 x SDXC Card Slot",16GB,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0",,Apple M2,macOS,,"13.3"" ( 2560 x 1600 ) | Retina
FHD webcam",1 x HDMI,"Touch Bar, Touch ID, Ambient Light sensor",,,https://lh3.googleusercontent.com/prdzNIwXdsA9drlZiS7He7L_VHPhp__ZC6BObYz3z05eY2QcfVMQcb4e_QlyiwYSu1sRfKFr01o3_6HNCWG2WKTD-DG6UjTi=w500-rw,"Văn phòng, Đồ họa - Kỹ thuật, Doanh nghiệp, Doanh nhân",220910425,,MacBook Pro M2 2022 13 inch (16GB/512GB SSD),,44.462.000₫,,,MacBook Pro
