id,source,name,brand,img-src,latest-price,retail-price,sale,available
No.00819430,https://fptshop.com.vn/may-tinh-xach-tay/gigabyte-u4-ud-i5-1155g7,"Laptop Gigabyte U4 UD i5 1155G7/16GB/512GB/14"" FHD/Win 11",Gigabyte,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_6_17_637910595014040781_gigabyte-u4-ud-xam-1.jpg,14.990.000,0,0,False
No.00884149,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-5-16iah8-i5-12450h,"Laptop Lenovo IdeaPad Slim 5 16IAH8 i5 12450H/16GB/512GB/16""WUXGA/Win11",Lenovo,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2023_7_3_638239973445398038_lenovo-ideapad-slim-5-16iah8-xam-5.jpg,15.790.000,17.490.000,10,True
No.00882596,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-legion-5-15arh7-r5-6600h,"Laptop Lenovo Legion 5 15ARH7 R5 6600H/16GB/512GB/15.6""FHD/Nvidia RTX 3050 Ti 4GB/Win11",Lenovo,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_10_20_638018713259494423_lenovo-gaming-legion-5-15arh7-xam-dam-1.jpg,26.990.000,32.990.000,18,False
No.00879631,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-pro-k3405vc-km070w-i9-13900h,"Laptop Asus Vivobook Pro K3405VC-KM070W i9 13900H/16GB/512GB/14"" OLED 2.8K/Nvidia RTX3050 4GB/Win11",Asus,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2023_5_16_638198447927907777_asus-vivobook-pro-k3405-bac-1.jpg,25.990.000,31.490.000,17,True
No.00881876,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-7-gaming-a715-76-57cy-i5-12450h,"Laptop Acer Aspire 7 Gaming A715-76-57CY i5 12450H/8GB/512GB/15.6""""FHD/Win11",Acer,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2023_6_6_638216639883377102_acer-aspire-7-gaming-a715-76-den-1.jpg,8.990.000,16.990.000,47,False
No.00881927,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m2-2023-15-inch,MacBook Air 15 inch M2 2023 8CPU 10GPU 8GB/256GB,Macbook,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2023_6_6_638216429146509645_macbook-air-m2-2023-15-inch-xanh-2.jpg,26.990.000,32.890.000,18,True
No.00883762,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-pro-duo-ux8402vu-p1028w-i9-13900h,Laptop Asus Zenbook Pro Duo UX8402VU-P1028W i9-13900H/32GB/1TB/14.5”/Geforce RTX4050 6GB/Win11,Asus,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2023_7_4_638240685969029712_asus-zenbook-pro-duo-ux8402-den-6.jpg,0,0,0,False
No.00872252,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-14-dv2073tu-i5-1235u,Laptop HP Pavilion 14-dv2073TU i5 1235U/16GB/512GB/Win11,Hp,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2023_4_11_638168307038066944_hp-pavilion-14-dv2073tu-i5-1235u-vang-5.jpg,15.790.000,20.990.000,25,False
No.00832758,https://fptshop.com.vn/may-tinh-xach-tay/hp-15s-fq2663tu-i3-1115g4,"Laptop HP 15s-fq2663TU i3 1115G4/4GB/256GB/15.6""HD/Win 11",Hp,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_7_11_637931467775595338_hp-15s-fq-bac-win11-1.jpg,0,0,0,False
No.00834404,https://fptshop.com.vn/may-tinh-xach-tay/dell-vostro-v5620-i5-1240p-mx570-2gb,"Laptop Dell Vostro V5620 i5 1240P/8GB/512GB/16"" FHD+/GeForce MX570 2GB/Win 11",Dell,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_7_11_637931477694202849_dell-vostro-v5620-xam-1.jpg,0,0,0,False
No.00828854,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-m1403qa-ly022w-r5-5600h,"Laptop Asus Vivobook M1403QA-LY022W R5 5600H/8GB/512GB/14""WUXGA/Win 11",Asus,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_9_14_637987719191658652_asus-vivobook-m1403-non-oled-bac-1.jpg,0,0,0,False
No.00826498,https://fptshop.com.vn/may-tinh-xach-tay/laptop-lenovo-gaming-legion-5-15arh7-r7-6800h,"Laptop Lenovo Gaming Legion 5 15ARH7 R7 6800H/8GB/512GB/15.6""FHD/GeForce RTX3050 4GB/Win 11",Lenovo,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_10_20_638018713259494423_lenovo-gaming-legion-5-15arh7-xam-dam-1.jpg,0,0,0,False
No.00851504,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-15-eg2084tu-i5-1240p,Laptop HP Pavilion 15 eg2084TU i5 1240P/8GB/256GB/15.6'FHD/Win 11,Hp,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_12_7_638060316580159423_hp-pavilion-15-eg-vang-1.jpg,0,0,0,False
No.00851505,https://fptshop.com.vn/may-tinh-xach-tay/hp-15s-fq5160tu-i5-1235u,"Laptop HP 15s fq5160TU i5 1235U/16GB/512GB/15.6""FHD/Win 11",Hp,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_7_11_637931467775595338_hp-15s-fq-bac-win11-1.jpg,0,0,0,False
No.00824990,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fa506ihrb-hn019w-r5-4600h,"Laptop Asus TUF Gaming FA506IHRB-HN019W R5 4600H/8GB/512GB/GTX1650 4GB/15.6""FHD/Win11",Asus,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_8_2_637950740525519524_asus-tuf-gaming-fa506ihr-den-1.jpg,0,0,0,False
No.00834184,https://fptshop.com.vn/may-tinh-xach-tay/hp-15s-fq5145tu-i7-1255u,"Laptop HP 15s-fq5145TU i7 1255U/8GB/256GB/15.6""FHD/Win11",Hp,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_7_11_637931467775595338_hp-15s-fq-bac-win11-1.jpg,0,0,0,False
No.00825873,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkpad-x1-carbon-gen-9-i7-1165g7-20xw00gdvn,"Laptop Lenovo ThinkPad X1 Carbon Gen9 i7-1165G7/16GB/512GB/14""WUXGA/Win 11",Lenovo,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2021_10_6_637691265910790005_lenovo-thinkpad-x1-carbon-9-den-1.jpg,0,0,0,False
No.00833415,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-pro-n7600ze-l2010w-i7-12700h,"Laptop Asus Vivobook Pro N7600ZE-L2010W i7 12700H/16GB/1TB/16""4K/GeForce RTX3050Ti 4GB/Win 11",Asus,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_9_19_637991810055139591_asus-vivobook-pro-n7600-bac-1.jpg,0,0,0,False
No.00825868,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fa507rr-hn835w-r7-6800h,"Laptop Asus TUF Gaming FA507RR-HN835W R7 6800H/16GB/512GB/15.6""FHD/Geforce RTX3070 8GB/Win 11",Asus,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_8_3_637951471791810738_asus-tuf-gaming-fa507rr-xam-1.jpg,0,0,0,False
No.00833348,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-legion-5-15arh7-r7-6800h-82re0036vn,Laptop Lenovo Gaming Legion 5 15ARH7 R7 6800H/16G/512G/15.6/RTX3050Ti_4G/Win11,Lenovo,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_10_20_638018713259494423_lenovo-gaming-legion-5-15arh7-xam-dam-1.jpg,0,0,0,False
No.00836390,https://fptshop.com.vn/may-tinh-xach-tay/gigabyte-gaming-g5-ge-i5-12500h-rtx3050,"Laptop Gigabyte Gaming G5 GE-51VN263SH i5 12500H/8GB/512GB/15.6""FHD/GeForce RTX3050 4GB/Win11",Gigabyte,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_10_5_638005617517738074_gigabyte-gaming-g5-ge-i5-12500h-rtx3050-1.jpg,0,0,0,False
No.00833347,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-legion-5-15arh7-r5-6600h-82re002wvn,Laptop Lenovo Gaming Legion 5 15ARH7 R5 6600H/16G/512G/15.6/GeForce RTX3050Ti_4/Win11,Lenovo,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_10_20_638018713259494423_lenovo-gaming-legion-5-15arh7-xam-dam-1.jpg,0,0,0,False
No.00833346,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-gaming-3-15arh7-r7-6800h-82sb007mvn,"Laptop Lenovo IdeaPad Gaming 3 15ARH7 R7 6800H/16GB/512GB/15.6""FHD/GeForce RTX3050Ti_4G/Win 11",Lenovo,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_8_15_637961553976582226_lenovo-ideapad-gaming-3-15arh7-r7-xam-1.jpg,0,0,0,False
No.00824329,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-m2-2022-13-inch-ram-16gb,MacBook Air 13 inch M2 2022 8CPU 8GPU 16GB/256GB,Macbook,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_6_7_637902003521457467_macbook-air-m2-2022-vang-3.jpg,24.990.000,34.990.000,29,False
No.00828577,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-gaming-3-15iah7-i5-12500h,Laptop Lenovo IdeaPad Gaming 3 15IAH7 i5 12500H/16GB/512GB/15.6”FHD/GeForce RTX 3050 4GB/Win 11,Lenovo,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_8_26_637971153501323885_lenovo-ideapad-gaming-3-15iah7-xam-1.jpg,0,0,0,False
No.00785469,https://fptshop.com.vn/may-tinh-xach-tay/ideapad-slim-5-r7-4700u,"IdeaPad Slim 5 R7 4700U/8GB/128GB SSD+1TB HDD/15.6""FHD",,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_7_7_637927983005850951_ideapad-slim-5-r7-4700u-xam-1.jpg,19.990.000,0,0,False
No.00793778,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-3-a315-57g-573f-i5-1035g1,Laptop Acer Aspire 3 A315-57G-573F i5 1035G1/8GB/512GB SSD/Nvidia GeForce MX330 2GB/Win11,Acer,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2020_12_24_637443973978298927_acer-aspire-3-a315-57g-den-1.png,0,0,0,False
No.00785500,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-16-2021-m1-pro-ram-32gb,Macbook Pro 16 2021 M1 Pro 10CPU 16GPU/32GB/512GB SSD,Macbook,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2021_10_19_637702682511584031_macbook-pro-16-2021-xam-4.jpg,0,0,0,False
No.00799914,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkpad-e14-gen-3-r5-5500u,"Laptop Lenovo ThinkPad E14 Gen 3 R5 5500U/8GB/512GB/14.0""FHD/Win 11",Lenovo,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_3_9_637823880044283445_lenovo-thinkpad-e14-gen-3-den-1.jpg,20.390.000,0,0,False
No.00803001,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-a515ea-bq3013w-i3-1115g4,"Laptop Asus Vivobook A515EA-BQ3013W i3 1115G4/8GB/256GB/15.6""FHD/Win 11",Asus,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2021_8_17_637647989514559532_asus-vivobook-a515-bac-5.jpg,0,0,0,False
No.00793772,https://fptshop.com.vn/may-tinh-xach-tay/acer-swift-x-sfx16-51g-516q-i5-11320h,Laptop Acer Swift X SFX16-51G-516Q i5 11320H/16GB/512GB/16.1'FHD/Nvidia RTX3050 4GB/Win11,Acer,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_1_22_637784613352577988_acer-swift-x-sfx16-51g-xam-1.jpg,16.990.000,22.990.000,26,True
No.00800169,https://fptshop.com.vn/may-tinh-xach-tay/dell-gaming-g15-5515-r7-5800h-rtx-3050ti,Laptop Dell Gaming G15 5515 R7 5800H/70266675,Dell,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2021_9_17_637674992633725381_dell-gaming-g15-5515-r7-5800h-xam-1.jpg,0,0,0,False
No.00794143,https://fptshop.com.vn/may-tinh-xach-tay/hp-victus-16-e0179ax-r5-5600h,"Laptop HP Gaming VICTUS 16-e0179AX/R5 5600H/8GB//16.1""FHD/RTX 3050Ti 4GB/Win 11",Hp,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_1_21_637783785411355212_hp-victus-16-den-1.jpg,0,0,0,False
No.00793771,https://fptshop.com.vn/may-tinh-xach-tay/acer-swift-3-sf314-511-55qe-i5-1135g7,Laptop Acer Swift 3 SF314-511-55QE i5 1135G7/16GB/512GB SSD/Win11,Acer,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_1_22_637784648681916953_acer-swift-3-sf314-511-bac-1.jpg,0,0,0,False
No.00793546,https://fptshop.com.vn/may-tinh-xach-tay/hp-15s-du1106tu-i3-10110u,"Laptop HP 15s-du1106TU i3 10110U/4GB/512GB SSD/15.6""HD/Win 11",Hp,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_1_11_637774988166232302_hp-15s-du-bac-cong-lan-1.jpg,0,0,0,False
No.00793646,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-fx506lh-hn188w-i5-10300h,Laptop Asus TUF Gaming FX506LH-HN188W i5 10300H/8GB/512GB SSD/Nvidia GTX1650 4GB/Win11,Asus,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_1_26_637788079927538825_asus-tuf-gaming-fx506lh-den-2022-1.jpg,0,0,0,False
No.00725102,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-13-2020-touch-bar-m1-512gb,MacBook Pro 13 inch M1 2020 8CPU 8GPU 8GB/512GB,Macbook,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2020_11_12_637408000894865616_mbp-2020-m1-gray-4.png,0,0,0,False
No.00678817,https://fptshop.com.vn/may-tinh-xach-tay/acer-nitro-5-an515-54-779s-i7-9750h,"Laptop Acer Gaming AN515-54-779S i7-9750H/8GB/512GB/15.6""FHD/GTX1660Ti 6GB/Win 10",Acer,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2019_7_23_636994883263763784_acer-nitro-5-2019-den-1.png,0,0,0,False
No.00718119,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-gaming-3-15imh05-i5-10300h,Laptop Lenovo IdeaPad Gaming 3 15IMH05/i5-10300H/8G/512G/GTX1650 4G/15.6/Win10,Lenovo,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2020_10_1_637371837191110536_lenovo-ideapad-gaming-3-15imh-den-1.png,0,0,0,False
No.00691545,https://fptshop.com.vn/may-tinh-xach-tay/hp-14s-dk1062au-r3-3250u,MTXT HP 14s-dk1062au/ R3 3250U/4GB/512GB SSD/ 14” HD/ AMD HD/WIN10_Bạc_1B9Q1PA,Hp,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2019_11_11_637090855329028337_hp-14s-bac-dd.png,0,0,0,False
No.00784501,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-idepad-slim-3-r5-win-10-nk,"Laptop Lenovo Idepad Slim 3 R5 5500U/8GB/256GB/14.0""FHD/Win 10_NK",Lenovo,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2021_10_29_637711291173206970_lenovo-ideapad-slim-3-i3-1115g4-win-10-nk-xanh-1.jpg,0,0,0,False
No.00777790,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-2021-m1-pro-1tb,Macbook Pro 14 2021 M1 Pro/16GB/1TB SSD,Macbook,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2021_10_19_637702666546307713_macbook-pro-14-2021-bac-1.jpg,0,0,0,False
No.00775122,https://fptshop.com.vn/may-tinh-xach-tay/acer-nitro-gaming-an515-57-54mv-i5-11400h,"Laptop Acer Nitro Gaming AN515-57-54MV i5 11400H/8GB/512GB/15.6""FHD/Nvidia RTX3050 4GB/Win11",Acer,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2021_7_5_637610884165519217_acer-nitro-gaming-an515-57-den-1.jpg,0,0,0,False
No.00777786,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-16-2021-m1-max,MacBook Pro 16 inch 2021 M1 Max 1TB,Macbook,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2021_10_19_637702684259566248_macbook-pro-16-2021-bac-1.jpg,0,0,0,False
No.00775966,https://fptshop.com.vn/may-tinh-xach-tay/hp-15s-du1105tu-i3-10110u,"Laptop HP 15s du1105TU i3 10110U/4GB/256GB/15.6""HD/Win 11",Hp,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2020_6_2_637266939655051935_hp-15s-fq-bac-1.png,0,0,0,False
No.00777784,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-16-2021-m1-pro,MacBook Pro 16 inch M1 Pro 2021 10CPU 16GPU 16GB/512GB,Macbook,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2021_10_19_637702684259566248_macbook-pro-16-2021-bac-1.jpg,65.990.000,0,0,False
No.00779869,https://fptshop.com.vn/may-tinh-xach-tay/acer-nitro-gaming-an515-45-r9sc-r7-5800h,Laptop Acer Nitro Gaming AN515-45-R9SC R7 5800H/8GB/512GB SSD/Nvidia RTX3070 8GB/Win10,Acer,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2021_4_27_637551194372526227_acer-nitro-gaming-an515-45-den-1.jpg,0,0,0,False
No.00789102,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-x515ea-bq1005w-i3-1115g4,Laptop Asus Vivobook X515EA-BQ1005W i3 1115G4/8GB/512GB SSD/Win11,Asus,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2021_1_12_637460615820979956_asus-vivobook-x515-bac-1.png,0,0,0,False
No.00793136,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-gaming-a715-42g-r4xx-r5-5500u,Laptop Acer Aspire Gaming A715-42G-R4XX R5 5500U/8GB/256GB SSD/Nvidia GTX1650 4GB/Win11,Acer,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_1_21_637783569961895213_acer-aspire-gaming-a715-42g-den-4.jpg,0,0,0,False
No.00793160,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-ux325ea-kg656w-i5-1135g7,Laptop Asus Zenbook UX325EA-KG656W i5 1135G7/8GB/512GB SSD/13.3'FHD OLED/Win11,Asus,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2023_2_3_638110382410069111_asus-zenbook-ux325-xam-oled-1.jpg,0,0,0,False
No.00790251,https://fptshop.com.vn/may-tinh-xach-tay/dell-gaming-g15-5511-i5-11400h,"Laptop Dell Gaming G15 5511 i5 11400H/8GB/256GB/15.6""FHD/RTX3050 4GB/Win 11+Office HS21",Dell,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2021_12_2_637740492418850393_dell-gaming-g15-5511-xam-1.jpg,0,0,0,False
No.00793135,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-gf63-thin-11ud-i5-11400h,Laptop MSI Gaming GF63 Thin 11UD-473VN i5-11400H/8GB/512GB/15.6FHD/RTX3050Ti 4G/Win11,Msi,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2021_8_7_637639340536799316_msi-gaming-gf63-den-5.jpg,17.990.000,0,0,False
No.00783936,https://fptshop.com.vn/may-tinh-xach-tay/msi-modern-15-a5m-234vn-r5-5500u,"Laptop MSI Modern 15 A5M 234VN R5 5500U/8GB/512GB/15.6""FHD/Win 11",Msi,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2021_11_18_637728547611839577_msi-modern-15-a5m-234vn-r5-5500u-xam-1.jpg,0,0,0,False
No.00790274,https://fptshop.com.vn/may-tinh-xach-tay/hp-240-g8-pentium-n5030,"Laptop HP 240 G8 N5030/4GB/256GB/14.0""HD/Win 10",Hp,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2021_6_3_637583197350780092_hp-240-g8-bac-1.jpg,0,0,0,False
No.00791986,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-gf63-10sc-812vn-i7-10750h,"Laptop MSI Gaming GF63 10SC 812VN i7 10750H/8GB/512GB/15.6""FHD/GTX 1650 4GB_Win 10",Msi,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2021_8_7_637639340541330187_msi-gaming-gf63-den-1.jpg,17.990.000,0,0,False
No.00795238,https://fptshop.com.vn/may-tinh-xach-tay/hp-envy-x360-13-bd0528tu-i7-1165g7,"Laptop HP ENVY x360 13-bd0528TU/i7 1165G7/8GB/512GB/13.3""FHD Touch/Bút/Win 11",Hp,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2022_1_26_637788130199082391_hp-envy-x360-13-bd-vang-1.jpg,0,0,0,False
No.00775357,https://fptshop.com.vn/may-tinh-xach-tay/may-tinh-xach-tay-surface-go-core-i5-1035g1-8gb-256gb-12.4-touch-intel-uhd-graphics-win10-bac,"Laptop Microsoft Surface Laptop Go i5 1035G1/8GB/256GB/12.4"" Touch/Win10",,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2021_10_9_637694136421759222_microsoft-surface-go-bac-1.jpg,7.990.000,0,0,False
No.00007071,https://fptshop.com.vn/may-tinh-xach-tay/dell-v5459,"Laptop Dell V5459 i5-6200U/4G/500G/14""LED/GT930M-2GB/Win 10",Dell,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2016_4_7_635956217756953013_Dell-V5459-1-cell.png,16.990.000,0,0,False
No.00630517,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-16-touch-bar-26ghz-core-i7,Macbook Pro 16 2019 TouchBar 2.6 Core i7/16GB/512GB SSD,Macbook,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2019_11_18_637096945075833818_MBP-16-touch-xam-1.png,0,0,0,False
No.00593177,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-13-touch-bar-i5-1-4-ghz-8g-256gb-2019,Macbook Pro 13 2019 TouchBar 1.4 Core i5/8GB/256GB,Macbook,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2019_8_20_637019087779031539_macbook-pro-13-touch-bar-2019-bac-1-1.png,0,0,0,False
No.00630520,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-16-touch-bar-23ghz-core-i9,Macbook Pro 16 2019 Touch Bar 2.3 Core i9/16GB/1TB SSD,Macbook,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2019_11_18_637096970411885432_MBP-16-touch-bac-1.png,0,0,0,False
No.00542494,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-x407ua-bv537t-core-i3-7020u,Laptop Asus Vivobook X407UA-BV537T/Core i3-7020U/4G/1TB/14.0HD/Intel HD/WIN10/Túi,Asus,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2018_11_15_636778725654282786_Asus-Vivobook-X407UA-1.png,9.790.000,0,0,False
No.00632737,https://fptshop.com.vn/may-tinh-xach-tay/acer-nitro-an515-54-595d-i5-9300h,"Laptop Acer Gaming AN515-54-595D/i5-9300H/8GB/512GB/15.6""FHD/Intel HD/Win10",Acer,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2019_7_23_636994883263763784_acer-nitro-5-2019-den-1.png,22.999.000,0,0,False
No.00631872,https://fptshop.com.vn/may-tinh-xach-tay/hp-pavilion-15-cs3008tu-i3-1005g,Laptop HP Pavilion 15-cs3008TU/i3-1005G1/8QP02PA,Hp,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2019_11_26_637103725428783839_hp-pavilion-15-vang-dd.png,0,0,0,False
No.00591625,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-a515-54-36h3-core-i3-8145u,"Máy tính xách tay Acer Aspire A515-54-36H3/Core i3-8145U/4Gb/1Tb/15.6""FHD/Win 10/Bạc/NX.HFNSV.006",Acer,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2019_7_11_636984402146649267_acer-aspire-a515-54-dd.png,0,0,0,False
No.00487088,https://fptshop.com.vn/may-tinh-xach-tay/hp-15-da0037tx-i3-7020u,Laptop HP 15-da0037TX/i3 7020U/4GB/500GB/DVDRW/15.6HD/MX110 2GB/WIN10,Hp,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2017_8_8_636378032368806847_HP-15-bs637TX.png,10.490.000,0,0,False
No.00483424,https://fptshop.com.vn/may-tinh-xach-tay/msi-gf63-8rc-230vn-i5-8300h,Laptop MSI Gaming GF63 8RC-203VN/I5-8300H/8GB/1TB/15.6FHD/GeForce GTX1050 4GB/Win10,Msi,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2018_7_24_636680367015207749_MSI-GF63-8RD-Chi-tiet-2.png,21.990.000,0,0,False
No.00478063,https://fptshop.com.vn/may-tinh-xach-tay/acer-e5-476-33bq,"Laptop Acer Aspire E5-476-33BQ/Core i3-7020U/4Gb/500Gb/14""HD/Linux/Xám/NX.GZQSV.001",Acer,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2019_2_28_636869499700380548_acer-e5-476-1.png,8.490.000,0,0,False
No.00508605,https://fptshop.com.vn/may-tinh-xach-tay/dell-inspiron-n3476i5-8250u4gb1000gbdvdrwintel-hd-620,"MTXT Dell Inspiron N3476/Core i5-8250U/4GB/1Tb/DVDRW/14""LED/Dos/Đen",Dell,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2018_10_4_636742490546466954_Dell-Inspiron-N3476-1.png,0,0,0,False
No.00495500,https://fptshop.com.vn/may-tinh-xach-tay/hp-15-da0051tu-core-i3-7020u,Laptop HP 15-da0051TU/Core i3-7020U/4GB/500GB/DVDRW/15.6HD/Intel HD/WIN 10,Hp,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2019_1_7_636824763704787843_hp-15-da0051tu-core-i3-7020u-2.png,9.690.000,0,0,False
No.00775352,https://fptshop.com.vn/may-tinh-xach-tay/laptop-dell-inspiron-n3511-i5-1135g7,"Laptop Dell Inspiron N3511 i5 1135G7/4GB/512GB/15.6""FHD/Win 10+Office Home&Student",Dell,https://cdn2.fptshop.com.vn/unsafe/750x0/filters:quality(100)/2021_10_12_637696546515010716_dell-inspiron-n3511-den-1.jpg,4.990.000,11.990.000,58,False
